"Alert Name","Condition","Violation","Severity","Occurrence Time","Resource","Internal Resource","Alert Source"
"Write Response Time",">= 5 ms/op","6.19 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_101B_101b","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.52 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_101A_101a","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.26 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_1015_1015","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.1 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_1013_1013","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.92 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_1120_1120","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.47 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_105B_105b","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.93 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_116D_116d","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.83 ms/op","Warning","May 28, 2020, 11:58:25","CH-IBM.2107-75KBD21","czas0005_i_102B_102b","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.03 ms/op","Warning","May 28, 2020, 11:59:26","CH-IBM.2107-75KBD21","czas0005_i_108A_108a","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.71 ms/op","Warning","May 28, 2020, 12:06:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.86 ms/op","Warning","May 28, 2020, 12:06:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.89 ms/op","Warning","May 28, 2020, 12:17:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.74 ms/op","Warning","May 28, 2020, 12:17:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","8.06 ms/op","Warning","May 28, 2020, 12:18:22","CH-IBM.2107-75KBD21","czas0005_i_1166_1166","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","9.21 ms/op","Warning","May 28, 2020, 12:18:22","CH-IBM.2107-75KBD21","czas0005_i_1123_1123","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.79 ms/op","Warning","May 28, 2020, 12:20:23","CH-IBM.2107-75KBD21","czas0005_i_1195_1195","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.67 ms/op","Warning","May 28, 2020, 12:24:23","CH-IBM.2107-75KBD21","czas0005_i_1152_1152","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","8.39 ms/op","Warning","May 28, 2020, 12:24:23","CH-IBM.2107-75KBD21","czas0005_i_105A_105a","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.46 ms/op","Warning","May 28, 2020, 12:24:23","CH-IBM.2107-75KBD21","czas0005_i_1132_1132","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.96 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_1083_1083","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.01 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.24 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_1190_1190","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.09 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_108D_108d","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.77 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_1007_1007","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.97 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.5 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_112E_112e","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.26 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_1153_1153","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7 ms/op","Warning","May 28, 2020, 12:28:23","CH-IBM.2107-75KBD21","czas0005_i_1165_1165","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.76 ms/op","Warning","May 28, 2020, 12:29:23","CH-IBM.2107-75KBD21","czas0005_i_1123_1123","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.08 ms/op","Warning","May 28, 2020, 12:30:23","CH-IBM.2107-75KBD21","czas0005_i_1150_1150","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.18 ms/op","Warning","May 28, 2020, 12:30:23","CH-IBM.2107-75KBD21","czas0005_i_1143_1143","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.52 ms/op","Warning","May 28, 2020, 12:30:23","CH-IBM.2107-75KBD21","czas0005_i_1127_1127","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.07 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_1199_1199","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.31 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_105B_105b","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.95 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_1020_1020","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.05 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_1013_1013","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.24 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_1166_1166","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.91 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_1195_1195","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.45 ms/op","Warning","May 28, 2020, 12:31:23","CH-IBM.2107-75KBD21","czas0005_i_1105_1105","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","8.11 ms/op","Warning","May 28, 2020, 12:34:23","CH-IBM.2107-75KBD21","czas0005_i_1067_1067","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.18 ms/op","Warning","May 28, 2020, 12:36:23","CH-IBM.2107-75KBD21","czas0005_i_1152_1152","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.53 ms/op","Warning","May 28, 2020, 12:39:24","CH-IBM.2107-75KBD21","czas0005_i_1190_1190","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.02 ms/op","Warning","May 28, 2020, 12:39:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.09 ms/op","Warning","May 28, 2020, 12:39:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.79 ms/op","Warning","May 28, 2020, 12:40:24","CH-IBM.2107-75KBD21","czas0005_i_1123_1123","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.79 ms/op","Warning","May 28, 2020, 12:42:24","CH-IBM.2107-75KBD21","czas0005_i_1105_1105","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.49 ms/op","Warning","May 28, 2020, 12:42:24","CH-IBM.2107-75KBD21","czas0005_i_1166_1166","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","7.11 ms/op","Warning","May 28, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_105A_105a","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","6.21 ms/op","Warning","May 28, 2020, 12:46:25","CH-IBM.2107-75KBD21","czas0005_i_1067_1067","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.12 ms/op","Warning","May 28, 2020, 12:46:25","CH-IBM.2107-75KBD21","czas0005_i_1015_1015","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.7 ms/op","Warning","May 28, 2020, 12:50:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.69 ms/op","Warning","May 28, 2020, 12:50:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","5.98 ms/op","Warning","May 28, 2020, 12:51:24","CH-IBM.2107-75KBD21","czas0005_i_1123_1123","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.31 ms/op","Warning","May 28, 2020, 14:03:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.19 ms/op","Warning","May 30, 2020, 10:51:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.2 ms/op","Warning","May 30, 2020, 10:51:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.07 ms/op","Warning","May 31, 2020, 09:31:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.08 ms/op","Warning","May 31, 2020, 09:31:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.63 ms/op","Warning","May 31, 2020, 10:15:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.48 ms/op","Warning","May 31, 2020, 10:15:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.25 ms/op","Warning","May 31, 2020, 10:26:25","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.07 ms/op","Warning","May 31, 2020, 10:26:25","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.19 ms/op","Warning","May 31, 2020, 10:37:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.44 ms/op","Warning","May 31, 2020, 10:37:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.1 ms/op","Warning","May 31, 2020, 10:48:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.08 ms/op","Warning","May 31, 2020, 10:48:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.19 ms/op","Warning","May 31, 2020, 10:59:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.08 ms/op","Warning","Jun 6, 2020, 03:04:27","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.09 ms/op","Warning","Jun 6, 2020, 03:04:27","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.27 ms/op","Warning","Jun 6, 2020, 06:45:26","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.19 ms/op","Warning","Jun 6, 2020, 06:46:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.3 ms/op","Warning","Jun 6, 2020, 07:03:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.24 ms/op","Warning","Jun 6, 2020, 07:03:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.34 ms/op","Warning","Jun 6, 2020, 07:24:25","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.3 ms/op","Warning","Jun 6, 2020, 07:24:25","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.35 ms/op","Warning","Jun 6, 2020, 07:35:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.31 ms/op","Warning","Jun 6, 2020, 07:35:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.52 ms/op","Warning","Jun 6, 2020, 07:46:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.49 ms/op","Warning","Jun 6, 2020, 07:46:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.49 ms/op","Warning","Jun 6, 2020, 07:57:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.47 ms/op","Warning","Jun 6, 2020, 07:57:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.93 ms/op","Warning","Jun 6, 2020, 08:08:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.85 ms/op","Warning","Jun 6, 2020, 08:08:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.51 ms/op","Warning","Jun 6, 2020, 08:19:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.53 ms/op","Warning","Jun 6, 2020, 08:19:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.09 ms/op","Warning","Jun 6, 2020, 08:30:25","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.34 ms/op","Warning","Jun 6, 2020, 09:21:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.24 ms/op","Warning","Jun 6, 2020, 09:21:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.38 ms/op","Warning","Jun 6, 2020, 09:35:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.37 ms/op","Warning","Jun 6, 2020, 09:35:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.35 ms/op","Warning","Jun 6, 2020, 09:46:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.41 ms/op","Warning","Jun 6, 2020, 09:46:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.14 ms/op","Warning","Jun 6, 2020, 09:57:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.19 ms/op","Warning","Jun 6, 2020, 09:57:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.21 ms/op","Warning","Jun 6, 2020, 10:33:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.2 ms/op","Warning","Jun 6, 2020, 10:33:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.05 ms/op","Warning","Jun 6, 2020, 10:44:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.03 ms/op","Warning","Jun 6, 2020, 10:44:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.2 ms/op","Warning","Jun 7, 2020, 09:20:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.24 ms/op","Warning","Jun 7, 2020, 09:20:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.15 ms/op","Warning","Jun 7, 2020, 09:31:25","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.21 ms/op","Warning","Jun 7, 2020, 09:31:25","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.4 ms/op","Warning","Jun 7, 2020, 09:48:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.32 ms/op","Warning","Jun 7, 2020, 09:48:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.24 ms/op","Warning","Jun 7, 2020, 10:08:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.32 ms/op","Warning","Jun 7, 2020, 10:08:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.96 ms/op","Warning","Jun 7, 2020, 10:19:24","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.84 ms/op","Warning","Jun 7, 2020, 10:19:24","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.18 ms/op","Warning","Jun 7, 2020, 10:30:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.04 ms/op","Warning","Jun 7, 2020, 10:30:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.62 ms/op","Warning","Jun 7, 2020, 10:41:23","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.48 ms/op","Warning","Jun 7, 2020, 10:49:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","3.36 ms/op","Warning","Jun 7, 2020, 10:52:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.41 ms/op","Warning","Jun 7, 2020, 11:00:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.45 ms/op","Warning","Jun 7, 2020, 11:03:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.38 ms/op","Warning","Jun 7, 2020, 11:11:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.5 ms/op","Warning","Jun 7, 2020, 11:14:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","2.04 ms/op","Warning","Jun 7, 2020, 11:22:23","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","1.79 ms/op","Warning","Jun 7, 2020, 11:25:22","CH-IBM.2107-75KBD21","FB_pool_1","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","11.62 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1062_1062","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","17.84 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1086_1086","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.89 ms/op","Warning","Jun 7, 2020, 12:44:22","CH-IBM.2107-75KBD21","czas0005_i_1094_1094","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","16.35 ms/op","Warning","Jun 7, 2020, 12:44:22","CH-IBM.2107-75KBD21","czas0005_i_109A_109a","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.72 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1031_1031","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","14.7 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1082_1082","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.17 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1075_1075","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","14.93 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1073_1073","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","11.7 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1090_1090","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","14.83 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_102F_102f","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","17.18 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1074_1074","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","17.05 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1043_1043","CH-IBM.2107-75KBD21"
"Write Response Time",">= 1 ms/op","4.65 ms/op","Warning","Jun 7, 2020, 12:44:22","CH-IBM.2107-75KBD21","FB_pool_0","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.7 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1093_1093","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","15.66 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1047_1047","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","16.83 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1083_1083","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","16.64 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_107D_107d","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","18.59 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_105C_105c","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","15.71 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_104E_104e","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","17.79 ms/op","Warning","Jun 7, 2020, 12:44:22","CH-IBM.2107-75KBD21","czas0005_i_1096_1096","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","17.6 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1060_1060","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","10.46 ms/op","Warning","Jun 7, 2020, 12:44:22","CH-IBM.2107-75KBD21","czas0005_i_109B_109b","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","10.4 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1038_1038","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.47 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1049_1049","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","10.9 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_103B_103b","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","14.5 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_103A_103a","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","10.78 ms/op","Warning","Jun 7, 2020, 12:44:28","CH-IBM.2107-75KBD21","czas0005_i_100C_100c","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","15.68 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_104C_104c","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","14.05 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1030_1030","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.38 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1039_1039","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","16.69 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1055_1055","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.55 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1041_1041","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.29 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_102D_102d","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","13.15 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_1071_1071","CH-IBM.2107-75KBD21"
"Write Response Time",">= 5 ms/op","14.23 ms/op","Warning","Jun 7, 2020, 12:44:23","CH-IBM.2107-75KBD21","czas0005_i_103E_103e","CH-IBM.2107-75KBD21"
